"运行","账号","页面","展开状态","控件","名称","禁用","宽","高","缺少可计算名称","证据边界"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","首页内容","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","体验分析","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","推荐与升级规则","false","146","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","收起","false","348","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","新建内容草稿","false","92","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","刷新","false","48","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:首页内容","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","刷新客户体验与活动","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","活动报名","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","首页内容","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","体验分析","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","推荐与升级规则","false","146","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","观察周期最近7天最近28天最近84天","false","344","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","刷新","false","344","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","商品全部商品","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","套餐（强订单行）全部套餐双人鸡尾酒完整夜三人鸡尾酒完整夜四人鸡尾酒完整夜双人啤酒现场三人啤酒现场四人啤酒现场双人葡萄酒共叙三人葡萄酒共叙四人葡萄酒共叙双人起泡夜三人起泡夜四人起泡夜双人开瓶主场三人开瓶主场四人开瓶主场庆祝主场商务主场","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","记录员工（仅观察）全部员工","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","input","桌号","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","input","人数","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","来店场景（同桌事实）全部场景商务朋友聚会约会生日音乐放松其他","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","客群（暂不可用）缺事件时点分群事实","true","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","演出阶段全部阶段演出前弹唱乐队现场中场演出后","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","select","推荐结果（仅推荐）全部结果已付款已退款有订单投诉同桌后续付款后续同品复购贡献金额缺成本","false","318","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","应用筛选","false","155","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","清除","false","155","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:体验分析","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","刷新客户体验与活动","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","活动报名","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","首页内容","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","体验分析","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","推荐与升级规则","false","146","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","推荐规则与顾客开放规则版本和顾客试点为两个独立动作；正式启用仍保留三人分离发布。关闭","false","372","75","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/customer-experience","section:推荐与升级规则","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","刷新设备与打印","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","本次操作原因","false","346","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","查看设备","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","重新读取规则（放弃未保存选择）","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","修改原因","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","刷新生成状态","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","initial","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","刷新设备与打印","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","本次操作原因","false","346","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","打开","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","查看设备","false","64","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","重新读取规则（放弃未保存选择）","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","修改原因","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","input","自动打印","false","20","20","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","select","份数沿用路由1份2份3份4份5份","false","98","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","保存","true","54","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","刷新生成状态","false","370","42","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/devices","disclosures","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","刷新经营数据","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","initial","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","刷新经营数据","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/operations","disclosures","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","input","搜索桌号或区域","false","321","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","select","按区域筛选桌台","false","100","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","营业中","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","待支付","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","负责桌","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","全部","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","W012人 · 已开台已点 ¥0.00","false","86","76","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","initial","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","工作台","false","98","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","乌鸦，切换账号","false","75","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","刷新现场","false","44","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","input","搜索桌号或区域","false","321","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","select","按区域筛选桌台","false","100","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","营业中","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","待支付","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","负责桌","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","全部","false","88","44","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","W012人 · 已开台已点 ¥0.00","false","86","76","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","客户与销售","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","现场","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","收银与退款","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","库存与酒水上架","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
"default-390","wuya","/staff/live","disclosures","button","全部岗位入口","false","76","66","false","渲染实例；只读展开不代表写操作已验收，同名控件不自动绑定源代码行"
